donor_id,ambiguous,arteriolar_like,capillary_like
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I,0.3333333333333333,0.3333333333333333,0.3333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I,0.14893617021276595,0.2978723404255319,0.5531914893617021
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I,0.2,0.32857142857142857,0.4714285714285714
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I,0.18,0.28,0.54
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374749I,0.45,0.2,0.35
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26,0.1774193548387097,0.45161290322580644,0.3709677419354839
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43,0.17328519855595667,0.43501805054151627,0.3916967509025271
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44,0.2153846153846154,0.3,0.4846153846153846
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Case_1,0.16838487972508592,0.36082474226804123,0.47079037800687284
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032,0.2857142857142857,0.32857142857142857,0.38571428571428573
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046,0.10416666666666667,0.6770833333333334,0.21875
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062,0.17543859649122806,0.45614035087719296,0.3684210526315789
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088,0.19875776397515527,0.41304347826086957,0.38819875776397517
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D1,0.10606060606060606,0.3939393939393939,0.5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D10,0.12,0.54,0.34
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D11,0.12244897959183673,0.5102040816326531,0.3673469387755102
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D12,0.15827338129496402,0.4244604316546763,0.4172661870503597
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122,0.0,0.59375,0.40625
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13,0.09523809523809523,0.40476190476190477,0.5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139,0.07692307692307693,0.6346153846153846,0.28846153846153844
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D14,0.08695652173913043,0.782608695652174,0.13043478260869565
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150,0.19101123595505617,0.43820224719101125,0.3707865168539326
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D16,0.10989010989010989,0.5384615384615384,0.3516483516483517
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D17,0.06060606060606061,0.5909090909090909,0.3484848484848485
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239,0.15415821501014199,0.5101419878296146,0.3356997971602434
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D3,0.075,0.475,0.45
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D4,0.08163265306122448,0.42857142857142855,0.4897959183673469
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D5,0.1527777777777778,0.3611111111111111,0.4861111111111111
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D7,0.19047619047619047,0.4583333333333333,0.35119047619047616
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8,0.19607843137254902,0.3627450980392157,0.4411764705882353
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R,0.25,0.28846153846153844,0.46153846153846156
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF1,0.18269230769230768,0.17307692307692307,0.6442307692307693
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF2,0.17346938775510204,0.23979591836734693,0.5867346938775511
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF3,0.19955156950672645,0.23542600896860988,0.5650224215246636
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747JVV9L8ng,0.08333333333333333,0.7083333333333334,0.20833333333333334
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1,0.19658119658119658,0.21153846153846154,0.5918803418803419
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2,0.2388451443569554,0.33858267716535434,0.4225721784776903
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML3,0.16541353383458646,0.22556390977443608,0.6090225563909775
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01,0.2539109506618532,0.3345367027677497,0.41155234657039713
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02,0.10752688172043011,0.6881720430107527,0.20430107526881722
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747PMB_1,0.1678832116788321,0.33211678832116787,0.5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747PMB_2,0.2903225806451613,0.2903225806451613,0.41935483870967744
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_1,0.19642857142857142,0.25,0.5535714285714286
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_3,0.16363636363636364,0.5454545454545454,0.2909090909090909
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU653,0.2222222222222222,0.4444444444444444,0.3333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD1,0.16939890710382513,0.16939890710382513,0.6612021857923497
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD2,0.2894736842105263,0.26973684210526316,0.4407894736842105
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_2,0.2,0.3523809523809524,0.44761904761904764
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_3,0.16279069767441862,0.3488372093023256,0.4883720930232558
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_4,0.19767441860465115,0.26744186046511625,0.5348837209302325
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67,0.20930232558139536,0.5348837209302325,0.2558139534883721
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68,0.12380952380952381,0.41904761904761906,0.45714285714285713
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85,0.09090909090909091,0.2727272727272727,0.6363636363636364
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92,0.12,0.6,0.28
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94,0.07272727272727272,0.43636363636363634,0.4909090909090909
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95,0.1391304347826087,0.40869565217391307,0.45217391304347826
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55,0.27450980392156865,0.2549019607843137,0.47058823529411764
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57,0.19047619047619047,0.42857142857142855,0.38095238095238093
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59,0.058823529411764705,0.37254901960784315,0.5686274509803921
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1,0.12698412698412698,0.42857142857142855,0.4444444444444444
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2,0.14614703277236493,0.4800708591674048,0.37378210806023027
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3,0.1507537688442211,0.3793969849246231,0.46984924623115576
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3,0.15151515151515152,0.30303030303030304,0.5454545454545454
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7,0.0,0.625,0.375
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8,0.038461538461538464,0.7307692307692307,0.23076923076923078
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380,0.027777777777777776,0.3611111111111111,0.6111111111111112
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212,0.19047619047619047,0.38095238095238093,0.42857142857142855
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257,0.17346938775510204,0.3163265306122449,0.5102040816326531
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833,0.08,0.52,0.4
